filename,mean_R,mean_G,mean_B,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,asm_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,asm_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,asm_B,entropy_B
sampel1.png,195.36108123053262,185.10342928239092,168.76081568939173,0.07935064215566216,0.06441573551628432,0.9692156557772058,0.5044739766918083,0.9950985458839772,0.25449590586356813,10.842891215674882,0.09070779194256709,0.07562508058161857,0.9636243152194061,0.46136946865855144,0.9940323387562278,0.21286547489313984,11.713783952772298,0.09168822637523626,0.07718414951841891,0.9627891262380102,0.40369289861530794,0.9928883224903736,0.16297464506052217,12.875017960579392
sampel10.png,200.7788739379825,191.18411538074497,173.11798062132516,0.1236269716526129,0.10581586875047842,0.9487567406016449,0.4978311352277384,0.9931786398625417,0.24786114420837754,11.555639271788303,0.11808397939203588,0.10043520303117179,0.9514365829526492,0.431933647495486,0.9931831500144117,0.18658693795928283,12.491926864885423,0.08620870599511402,0.06917105910551463,0.9670130435051092,0.45555379268256274,0.9938076069845561,0.20753307820882036,11.832689664440483
sampel2.png,197.5623771904625,188.605945848894,171.71868644067797,0.09123667462485166,0.07085477734170968,0.9664734927812829,0.4911299339814812,0.9947032943552664,0.24121081579019946,11.10466869182835,0.09584715623983729,0.07515708215483803,0.9643488940534073,0.4462827342705477,0.9941948576148371,0.19917173748604122,12.022355190105799,0.10779787692885882,0.08788382464367989,0.9579154908473266,0.4373675496754633,0.9920339599338956,0.19129798564461248,12.521312763145009
sampel3.png,191.856532902477,182.18245801238712,166.12648988884425,0.09670627404574765,0.08065805530010745,0.9611770829578435,0.4481539347218377,0.9944596969581295,0.20085036474733556,12.162707004588803,0.09649286994762314,0.08028854247121037,0.961375777562145,0.4210532188267291,0.9940908591082496,0.17729340985151776,12.718242832018166,0.08460511442933279,0.06905045203415396,0.9669372060605049,0.41620796328931847,0.993924974506321,0.17323246428204167,12.739441877050325
sampel4.png,190.92122255486865,179.54046550341215,162.47445030535792,0.16004578078599588,0.14416846740224448,0.929418721026369,0.3955589913125737,0.9909660445705678,0.15649216312491437,13.58666369550571,0.13937637482796614,0.12350446889531186,0.9397500533643319,0.3843278414928498,0.9915435144499283,0.14772437094191063,13.724191711957493,0.11453859387284746,0.09942919361390384,0.9517208746558531,0.42253695841735334,0.9915492743493323,0.17854312376265322,13.033773681316829
sampel5.png,201.09885736857225,191.31167193335247,173.93316934788854,0.11685367462457119,0.09639640247655659,0.9537077440320784,0.48473212685247985,0.9934950229877533,0.23497872928118974,11.614329845551712,0.11189519708594381,0.09114630020241204,0.9563572656803536,0.4234237531857262,0.9935093273619855,0.17929908613209122,12.575520952424826,0.09294415062918705,0.07299789651369754,0.9653591296580135,0.4525567773246975,0.9933558689045059,0.20481032311500869,11.970760766188157
sampel6.png,202.2737140191034,192.82932429571838,175.3433458471756,0.0831943810270881,0.08266395374102492,0.9587210658580937,0.5259313199755014,0.9952201005701052,0.2766282752970243,11.07026455216364,0.06828336622034757,0.0677670027610777,0.9661681349653879,0.46135732459228435,0.9958582330863166,0.21286406556092471,11.750946652372214,0.04433655760448549,0.04389122470803762,0.9780989209356261,0.44750714303992434,0.9966288227840682,0.20026710641949527,11.594773924098721
sampel7.png,200.6714919761934,191.19425185723253,173.63351284118923,0.0669735789933141,0.06600677462402998,0.9670932931249132,0.497611529484965,0.9961795470669799,0.24763217560613598,11.12588475234546,0.06608959034421677,0.06508850634729245,0.9675558552260463,0.42736044155369934,0.9960334783006355,0.18265084806221243,12.16095718026337,0.04552776084790275,0.044657670371529144,0.9777581738618727,0.45556168526355534,0.9965469002958154,0.2075404055160131,11.500074245383349
sampel8.png,202.73330467677854,193.26095609210995,175.75719833935986,0.07065358341906312,0.06977375366521024,0.9652011061427801,0.5106789210700408,0.9961919132050849,0.26081004975898614,11.1454969656947,0.061603611501098506,0.060770292989555386,0.9696981853563765,0.4626554956937738,0.9964588987932793,0.2140601062080496,11.729348845214112,0.04241361707127189,0.04168305928213532,0.9792315261378459,0.4460382180061761,0.9969692233754321,0.19895371406895626,11.636799578410926
sampel9.png,199.96196730887795,190.49522855800657,173.11385635387734,0.10972128586793142,0.08761555328295198,0.958198422415965,0.4891714475791888,0.9938897497365533,0.239298822810239,11.42358383545918,0.10821089297647035,0.08562430782242283,0.9592374616125627,0.42586630765194095,0.9937272653957008,0.1813719908063376,12.447747442516187,0.0953351515628976,0.07353812831616081,0.965211473870711,0.45303471478793755,0.9931330929046794,0.205243999168323,11.921821431838701
