filename,mean_R,mean_G,mean_B
sampel41.png,182.33472590894465,171.45502605603053,152.01914342595146
sampel42.png,182.21487896957584,171.3563208756886,152.00856848122757
sampel43.png,182.79822362685266,171.80891728421972,152.45103573968706
sampel44.png,182.53871299069868,171.64011910257923,152.27190603493628
sampel45.png,182.799699381585,171.85228827874485,152.4625186097114
sampel46.png,182.75343247870595,171.828272191299,152.37050711711905
sampel47.png,182.54406876634698,171.59542843458908,152.18825067108705
sampel48.png,182.58300702757302,171.6449485289377,152.21919007400084
sampel49.png,182.76185727712445,171.81573510533434,152.40149834949455
sampel50.png,182.81997598743783,171.8521794695459,152.44140275771954
