filename,mean_R,mean_G,mean_B
sampel11.png,198.86632643444852,189.75956214433288,173.486985392729
sampel12.png,199.9619795701443,191.38057902606877,175.87499018141855
sampel13.png,201.8988141377914,192.99336495632556,175.93843350494592
sampel14.png,200.27625546303125,191.34990737576663,174.46211327134404
sampel15.png,200.287019520943,191.27548165506101,174.23939606223198
sampel16.png,201.2486929977681,192.33367709084172,175.3110412016894
sampel17.png,200.75038276180038,191.74393670511682,174.7296541805128
sampel18.png,200.40345452491047,191.49483204695846,174.41318780493458
sampel19.png,200.00026175455088,191.02509300601963,174.0275001355773
sampel20.png,199.93070063235268,190.92586808870954,173.93582791359648
