filename,mean_R,mean_G,mean_B
sampel1.png,195.36108123053262,185.10342928239092,168.76081568939173
sampel10.png,200.7788739379825,191.18411538074497,173.11798062132516
sampel2.png,197.5623771904625,188.605945848894,171.71868644067797
sampel3.png,191.856532902477,182.18245801238712,166.12648988884425
sampel4.png,190.92122255486865,179.54046550341215,162.47445030535792
sampel5.png,201.09885736857225,191.31167193335247,173.93316934788854
sampel6.png,202.2737140191034,192.82932429571838,175.3433458471756
sampel7.png,200.6714919761934,191.19425185723253,173.63351284118923
sampel8.png,202.73330467677854,193.26095609210995,175.75719833935986
sampel9.png,199.96196730887795,190.49522855800657,173.11385635387734
