filename,mean_R,mean_G,mean_B,mean_R_cnn,mean_G_cnn,mean_B_cnn,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,entropy_B
sampel11.png,198.86632643444852,189.75956214433288,173.486985392729,1.2110922,1.2247021,1.2444203,4.396597145205838,1.2110922,0.15811063866489203,0.002000910895211356,0.06223723639541988,-125470.43,4.312817442209973,1.2247021,0.1591870737623381,0.002032976065363203,0.05129649923599392,-125230.48,4.105414446325633,1.2444203,0.16369662477653363,0.00207153996642755,0.1307062771102786,-123821.625
sampel12.png,199.9619795701443,191.38057902606877,175.87499018141855,1.1379272,1.1503133,1.1203121,4.351063062928175,1.1379272,0.16803352606778688,0.0016072745225867446,0.0241721566634655,-114728.7,4.2775945817544825,1.1503133,0.16890253684981665,0.0016123080740169603,-0.029391031133187417,-114614.484,4.237920194905549,1.1203121,0.17397980105686106,0.0016922710501417822,-0.04889494820030399,-109337.1
sampel13.png,201.8988141377914,192.99336495632556,175.93843350494592,0.9335891,0.9385571,0.9497973,4.117404458892018,0.9335891,0.2064424777227846,0.003926633876197192,-0.09999821666966574,-84437.15,4.124233868473459,0.9385571,0.2053038465151219,0.004167115809966107,-0.018816177374579975,-85716.69,4.0447479932504935,0.9497973,0.20653940874328156,0.004104088155590758,-0.03463879989621039,-85430.15
sampel14.png,200.27625546303125,191.34990737576663,174.46211327134404,1.1174233,1.1452633,1.1982728,4.379137414540892,1.1174233,0.169682760736653,0.0018310730858724943,0.027334605636164255,-111476.61,4.357792162872084,1.1452633,0.16692205933621254,0.0019341775653313618,0.004676155553618448,-115558.46,4.082042341868986,1.1982728,0.1697389180539342,0.002147294732989097,0.10574563265289333,-117561.195
sampel15.png,200.287019520943,191.27548165506101,174.23939606223198,1.1425991,1.1534686,1.1819143,4.367763798079604,1.1425991,0.16692809144417436,0.0018324877838699185,-0.03606901473399628,-115316.27,4.351589267877162,1.1534686,0.16612890589507323,0.0018626799692912977,-0.05115567481774609,-116533.195,4.124184390034206,1.1819143,0.17022919370864864,0.0020260842783110483,0.0776427343294014,-115948.84
sampel16.png,201.2486929977681,192.33367709084172,175.3110412016894,0.9551115,0.93669415,0.9398374,4.004508286109705,0.9551115,0.2072645249830529,0.0039687077609860165,0.028256971663913322,-85604.64,4.1006341103521695,0.93669415,0.2065671680014499,0.0037367866963756327,0.03792704931893435,-85081.664,3.9804446021302273,0.9398374,0.21092725126393796,0.0037291433129991803,0.09079154840153865,-83389.805
sampel17.png,200.75038276180038,191.74393670511682,174.7296541805128,1.1748283,1.1887009,1.1579375,4.335640178752948,1.1748283,0.16410571022221526,0.0018223302096736674,0.07331578313397977,-118766.16,4.308490216640072,1.1887009,0.16335847536908785,0.001851855948263285,0.008653497834610101,-120404.52,4.195039440117043,1.1579375,0.17071855743913047,0.0019834885487751085,0.0056294707090073694,-113976.26
sampel18.png,200.40345452491047,191.49483204695846,174.41318780493458,1.2160949,1.2387605,1.2328061,4.25548640313724,1.2160949,0.1619413390134047,0.0016123176533348706,-0.01908097083786827,-123048.92,4.2041335103229995,1.2387605,0.16108468423046082,0.001629996664670049,-0.007911343653308669,-125290.695,4.017496123143128,1.2328061,0.1679883408360551,0.0018867909604189347,0.09467623769230103,-120548.32
sampel19.png,200.00026175455088,191.02509300601963,174.0275001355773,1.1691548,1.2031103,1.1830854,4.335285975542647,1.1691548,0.16478209010577663,0.0019430125854453262,-0.021189869633209,-118460.22,4.259390727652373,1.2031103,0.16327817002184047,0.0020200559983448107,-0.05600549686469637,-121961.81,4.126712694949285,1.1830854,0.17000285587339994,0.0021668964502762774,0.01201949740703894,-116546.94
sampel20.png,199.93070063235268,190.92586808870954,173.93582791359648,1.168253,1.1982853,1.1604244,4.241766589130904,1.168253,0.16791323398266286,0.002320491993913845,0.005967957474580961,-117020.47,4.173329273670756,1.1982853,0.1666433446463011,0.0023557825052008337,0.05719768166082543,-119701.26,4.089551435606157,1.1604244,0.17404575768694103,0.0025396392661698013,-0.0004444743787077386,-112784.11
