filename,mean_R,mean_G,mean_B,mean_R_cnn,mean_G_cnn,mean_B_cnn,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,entropy_B
sampel31.png,183.58761934673367,172.6233465940815,154.74159128978224,1.2243956,1.2131515,1.1585926,4.3257498310820575,1.2243956,0.15882016604857258,0.0018853963333733228,-0.08973510657641191,-125624.66,4.301925661925277,1.2131515,0.16080045680275032,0.001844431368672118,,-123314.77,4.194584686449814,1.1585926,0.1706538481850688,0.001941005490264114,0.07860738329728188,-113931.72
sampel32.png,183.7348089260809,172.7671408647141,154.92342468619248,1.1680491,1.220027,1.20112,4.49198955736288,1.1680491,0.16008030151233243,0.0021099341767174856,-0.08428174207880344,-120467.45,4.267397372865871,1.220027,0.16112555057803923,0.0021096058950132255,,-123803.58,4.126471548048877,1.20112,0.16788698126422624,0.0019667101453761664,,-118649.83
sampel33.png,184.63893600443308,173.62355805338262,155.58167444424754,0.9269136,0.9399839,0.91521204,4.328457776626558,0.9269136,0.19951689396498004,0.002865994463161546,-0.13600006829508587,-86156.41,4.232151188098077,0.9399839,0.20087765775428063,0.0026443561120909087,-0.03255127412546633,-86238.875,4.170304812229572,0.91521204,0.2076104350291527,0.00249567126133004,-0.08602850035613771,-82812.63
sampel34.png,183.67723660930832,172.66683393762585,154.7907475197253,1.1712426,1.2165593,1.1975135,4.451056021970635,1.1712426,0.16094592815977388,0.0017581697629422558,-0.11199414028077194,-120283.234,4.289323591721328,1.2165593,0.16081780624829667,0.0017592137565418165,-0.10826251789490107,-123713.2,4.081543272202303,1.1975135,0.16984551171828843,0.0019404456323506881,,-117586.91
sampel35.png,183.57810095387123,172.56329071959453,154.67346574138762,1.1622205,1.2109187,1.1614975,4.440394177118311,1.1622205,0.16231875622534775,0.001947272644967449,-0.08538110015330784,-118826.1,4.27169104238503,1.2109187,0.16200442656405017,0.001955007564048378,-0.09743808988767008,-122405.87,4.216559305841584,1.1614975,0.16956270143207436,0.0021193801444403977,0.09859847669335084,-114685.03
sampel36.png,183.50160739191074,172.52784030683404,154.65196164574616,1.168831,1.2129754,1.1659844,4.470451377955085,1.168831,0.1606373431697234,0.0017156835113252913,-0.08658450074208017,-120399.74,4.282169929053358,1.2129754,0.16144220487740288,0.0017749621551864001,0.17152555160986815,-122874.375,4.232994142830503,1.1659844,0.1684748077722874,0.0017530753904459427,-0.09578579257406902,-115468.28
sampel37.png,183.43623049526346,172.3188946344657,154.40833881795905,1.1679844,1.2163574,1.163477,4.453071202527876,1.1679844,0.16126124373466275,0.001953989723507239,-0.12299497633207551,-119681.484,4.280686801410651,1.2163574,0.1611124418804216,0.0020182344074151956,0.168178274217013,-123431.74,4.175526324034651,1.163477,0.17070296605227006,0.001965697778730976,0.071622385245119,-114329.95
sampel38.png,183.0471671096959,172.03685213507572,154.24824222492413,1.2280982,1.2311912,1.161696,4.355800451259406,1.2280982,0.1574964135927052,0.0019199408742846275,-0.09449456094442699,-126300.02,4.290241112113396,1.2311912,0.15918225267018932,0.001890758926771125,-0.10230711933513899,-125508.73,4.2346193568303265,1.161696,0.16893773577169266,0.0019003055533584282,,-115330.57
sampel39.png,182.87039065885642,171.8649225060987,154.2326062171805,1.205049,1.2283108,1.1580471,4.381514381547523,1.205049,0.15923718691033076,0.0019230616031860818,,-123205.055,4.304680885179838,1.2283108,0.15904606579115513,0.0019475741654026266,,-125183.01,4.228903047623102,1.1580471,0.16957000906410122,0.001868141853079504,,-114233.6
sampel40.png,183.4777299061334,172.4394686806286,154.7333540094132,1.1775972,1.2224014,1.1974732,4.44552638335113,1.1775972,0.16038390232479385,0.0016999196033088528,-0.09631743418443174,-120421.12,4.304475666874395,1.2224014,0.1596985548442534,0.001744383147784642,0.10550101685917773,-124387.04,4.168615836456479,1.1974732,0.1668945882005404,0.0018523470783720212,0.24360864555636158,-118507.97
